Measurement_Date,Station_Code,SO2,NO2,CO,O3,PM10,PM2.5
2017-01-01 16:00:00,114,0.008,0.06,0.9,0.005,90.0,70.0
2017-01-01 16:00:00,115,0.005,0.038,0.7,0.011,72.0,42.0
2017-01-01 16:00:00,116,0.008,0.052,0.7,0.0069999999999999,73.0,41.0
2017-01-01 16:00:00,117,0.009,0.0279999999999999,0.5,0.02,66.0,32.0
2017-01-01 16:00:00,118,0.006,0.044,0.6,0.019,69.0,45.0
2017-01-01 16:00:00,119,0.005,0.024,0.8,0.016,56.0,40.0
2017-01-01 16:00:00,120,0.006,0.0559999999999999,0.8,0.011,74.0,55.0
2017-01-01 16:00:00,121,0.009,0.046,0.7,0.015,69.0,48.0
2017-01-01 16:00:00,122,0.006,0.0559999999999999,1.2,0.005,86.0,49.0
2017-01-01 16:00:00,123,0.006,0.047,0.7,0.003,98.0,63.0
2017-01-01 16:00:00,124,0.006,0.047,0.9,0.008,67.0,66.0
2017-01-01 16:00:00,125,0.004,0.048,0.8,0.005,87.0,54.0
2017-01-01 17:00:00,101,0.005,0.063,0.9,0.002,91.0,72.0
2017-01-01 17:00:00,102,0.006,0.068,0.9,0.002,87.0,66.0
2017-01-01 17:00:00,103,0.006,0.048,1.0,0.001,85.0,78.0
2017-01-01 17:00:00,104,0.0069999999999999,0.046,0.8,0.0069999999999999,90.0,54.0
2017-01-01 17:00:00,105,0.006,0.0409999999999999,0.7,0.017,108.0,57.0
2017-01-01 17:00:00,106,0.006,0.063,1.0,0.003,83.0,69.0
2017-01-01 17:00:00,107,0.005,0.048,0.7,0.003,81.0,60.0
2017-01-01 17:00:00,108,0.005,0.0579999999999999,0.8,0.004,89.0,76.0
2017-01-01 17:00:00,109,0.006,0.055,1.0,0.002,95.0,65.0
2017-01-01 17:00:00,110,0.005,0.044,0.6,0.006,87.0,63.0
2017-01-01 17:00:00,111,0.006,0.0579999999999999,1.0,0.002,78.0,63.0
2017-01-01 17:00:00,112,0.005,0.0559999999999999,1.2,0.002,95.0,79.0
2017-01-01 17:00:00,113,0.006,0.061,0.9,0.002,83.0,74.0
2017-01-01 17:00:00,114,0.009,0.064,1.0,0.003,90.0,71.0
2017-01-01 17:00:00,115,0.005,0.042,0.7,0.008,62.0,36.0
2017-01-01 17:00:00,116,0.0069999999999999,0.04,0.6,0.018,56.0,37.0
2017-01-01 17:00:00,117,0.009,0.032,0.6,0.017,57.0,51.0
2017-01-01 17:00:00,118,0.006,0.055,0.8,0.011,58.0,40.0
2017-01-01 17:00:00,119,0.004,0.026,0.9,0.0139999999999999,61.0,47.0
2017-01-01 17:00:00,120,0.006,0.064,0.9,0.003,68.0,52.0
2017-01-01 17:00:00,121,0.008,0.051,0.7,0.015,59.0,45.0
2017-01-01 17:00:00,122,0.006,0.054,1.1,0.004,108.0,45.0
2017-01-01 17:00:00,123,0.005,0.05,0.8,0.002,93.0,61.0
2017-01-01 17:00:00,124,0.005,0.05,1.0,0.004,70.0,56.0
2017-01-01 17:00:00,125,0.004,0.051,0.9,0.002,86.0,48.0
2017-01-01 18:00:00,101,0.005,0.063,1.0,0.002,91.0,69.0
2017-01-01 18:00:00,102,0.006,0.069,1.1,0.002,94.0,70.0
2017-01-01 18:00:00,103,0.005,0.046,1.0,0.001,81.0,79.0
2017-01-01 18:00:00,104,0.0069999999999999,0.048,0.9,0.0069999999999999,85.0,54.0
2017-01-01 18:00:00,105,0.006,0.043,0.8,0.01,107.0,56.0
2017-01-01 18:00:00,106,0.005,0.063,1.1,0.003,86.0,78.0
2017-01-01 18:00:00,107,0.004,0.051,0.7,0.002,85.0,74.0
2017-01-01 18:00:00,108,0.005,0.052,0.8,0.004,89.0,81.0
2017-01-01 18:00:00,109,0.006,0.0559999999999999,1.0,0.002,107.0,64.0
2017-01-01 18:00:00,110,0.005,0.038,0.6,0.006,102.0,74.0
2017-01-01 18:00:00,111,0.006,0.0559999999999999,0.9,0.002,95.0,56.0
2017-01-01 18:00:00,112,0.005,0.051,1.1,0.002,92.0,80.0
2017-01-01 18:00:00,113,0.005,0.061,0.9,0.002,88.0,61.0
2017-01-01 18:00:00,114,0.008,0.063,1.1,0.002,93.0,70.0
2017-01-01 18:00:00,115,0.005,0.049,0.8,0.004,62.0,36.0
2017-01-01 18:00:00,116,0.006,0.0559999999999999,0.7,0.006,46.0,48.0
2017-01-01 18:00:00,117,0.008,0.04,0.7,0.009,62.0,49.0
2017-01-01 18:00:00,118,0.005,0.064,1.0,0.002,59.0,37.0
2017-01-01 18:00:00,119,0.004,0.036,1.0,0.004,73.0,49.0
2017-01-01 18:00:00,120,0.005,0.071,1.1,0.002,74.0,59.0
2017-01-01 18:00:00,121,0.0069999999999999,0.067,1.0,0.0069999999999999,72.0,51.0
2017-01-01 18:00:00,122,0.006,0.053,1.0,0.004,103.0,65.0
2017-01-01 18:00:00,123,0.005,0.05,0.8,0.002,88.0,57.0
2017-01-01 18:00:00,124,0.005,0.05,1.0,0.003,67.0,53.0
2017-01-01 18:00:00,125,0.004,0.05,0.9,0.002,106.0,77.0
2017-01-01 19:00:00,101,0.005,0.062,1.0,0.002,92.0,70.0
2017-01-01 19:00:00,102,0.006,0.065,1.0,0.002,95.0,72.0
2017-01-01 19:00:00,103,0.005,0.048,1.1,0.001,83.0,77.0
2017-01-01 19:00:00,104,0.006,0.046,0.9,0.0069999999999999,86.0,46.0
2017-01-01 19:00:00,105,0.005,0.043,0.8,0.011,104.0,52.0
2017-01-01 19:00:00,106,0.005,0.062,1.2,0.003,85.0,77.0
2017-01-01 19:00:00,107,0.005,0.053,0.7,0.002,87.0,71.0
2017-01-01 19:00:00,108,0.004,0.048,0.8,0.005,90.0,80.0
2017-01-01 19:00:00,109,0.005,0.052,1.0,0.002,108.0,80.0
2017-01-01 19:00:00,110,0.005,0.035,0.7,0.008,97.0,86.0
2017-01-01 19:00:00,111,0.005,0.051,0.8,0.002,94.0,50.0
2017-01-01 19:00:00,112,0.004,0.05,1.1,0.001,92.0,75.0
2017-01-01 19:00:00,113,0.006,0.059,1.0,0.002,102.0,59.0
2017-01-01 19:00:00,114,0.009,0.065,1.3,0.002,92.0,70.0
2017-01-01 19:00:00,115,0.005,0.053,1.1,0.002,84.0,53.0
2017-01-01 19:00:00,116,0.006,0.065,1.0,0.001,94.0,71.0
2017-01-01 19:00:00,117,0.0069999999999999,0.044,1.0,0.003,89.0,71.0
2017-01-01 19:00:00,118,0.005,0.064,0.9,0.002,57.0,38.0
2017-01-01 19:00:00,119,0.005,0.036,1.1,0.004,84.0,60.0
2017-01-01 19:00:00,120,0.005,0.071,1.3,0.003,86.0,70.0
2017-01-01 19:00:00,121,0.0069999999999999,0.072,1.2,0.004,87.0,63.0
2017-01-01 19:00:00,122,0.006,0.051,1.0,0.005,99.0,61.0
2017-01-01 19:00:00,123,0.005,0.047,0.8,0.002,93.0,70.0
2017-01-01 19:00:00,124,0.005,0.047,1.0,0.002,72.0,50.0
2017-01-01 19:00:00,125,0.004,0.049,0.9,0.002,97.0,75.0
2017-01-01 20:00:00,101,0.004,0.0559999999999999,0.9,0.002,94.0,74.0
2017-01-01 20:00:00,102,0.006,0.0579999999999999,1.0,0.002,94.0,73.0
2017-01-01 20:00:00,103,0.005,0.046,1.1,0.001,86.0,82.0
2017-01-01 20:00:00,104,0.006,0.046,0.9,0.0069999999999999,73.0,46.0
2017-01-01 20:00:00,105,0.005,0.04,0.8,0.008,106.0,58.0
2017-01-01 20:00:00,106,0.005,0.06,1.2,0.003,87.0,78.0
2017-01-01 20:00:00,107,0.005,0.049,0.7,0.002,96.0,65.0
2017-01-01 20:00:00,108,0.004,0.047,0.7,0.005,92.0,79.0
2017-01-01 20:00:00,109,0.006,0.05,1.0,0.002,98.0,87.0
2017-01-01 20:00:00,110,0.005,0.034,0.7,0.009,86.0,84.0
2017-01-01 20:00:00,111,0.005,0.051,0.9,0.002,81.0,50.0
2017-01-01 20:00:00,112,0.005,0.047,1.3,0.002,90.0,76.0
2017-01-01 20:00:00,113,0.006,0.061,1.1,0.002,98.0,58.0
2017-01-01 20:00:00,114,0.01,0.066,1.5,0.002,97.0,74.0
2017-01-01 20:00:00,115,0.005,0.054,1.1,0.002,93.0,59.0
2017-01-01 20:00:00,116,0.006,0.063,1.0,0.002,103.0,69.0
2017-01-01 20:00:00,117,0.0069999999999999,0.043,1.0,0.003,117.0,68.0
2017-01-01 20:00:00,118,0.005,0.068,1.1,0.001,57.0,39.0
2017-01-01 20:00:00,119,0.005,0.033,1.1,0.004,85.0,62.0
2017-01-01 20:00:00,120,0.005,0.069,1.3,0.003,80.0,65.0
2017-01-01 20:00:00,121,0.0069999999999999,0.076,1.3,0.003,90.0,68.0
2017-01-01 20:00:00,122,0.005,0.047,0.9,0.004,94.0,64.0
2017-01-01 20:00:00,123,0.005,0.043,0.7,0.002,101.0,74.0
2017-01-01 20:00:00,124,0.005,0.044,1.0,0.002,81.0,45.0
2017-01-01 20:00:00,125,0.005,0.048,0.9,0.002,91.0,62.0
2017-01-01 21:00:00,101,0.004,0.0579999999999999,0.9,0.002,93.0,74.0
2017-01-01 21:00:00,102,0.005,0.057,0.9,,,
